total	pitch	player	tau	brier	n_pitchers	exp	val	decay	alpha	n_feat	n_train	sec
68.43412227110171	69.97049656335123	64.84924892251951	0.29698497845039007	0.6005900687329753	321	offset-sit	2024	1.0	100.0	29	1002910	42
64.21848433511622	69.76836222400944	51.26876926103206	0.02537538522064127	0.6046327555198112	303	offset-sit	2023	1.0	100.0	29	790308	25
70.46159936868187	69.91945681193002	71.72659866776955	0.434531973355391	0.6016108637613998	306	offset-sit	2022	1.0	100.0	29	586361	32
67.51753131952941	69.99120067637494	61.74563615355654	0.23491272307113067	0.6001759864725013	321	base_rf-noBat	2024	1.0	100.0	45	1002910	18
64.28166708904774	69.90545863737903	51.15948680960811	0.023189736192162268	0.6018908272524196	303	base_rf-noBat	2023	1.0	100.0	45	790308	14
70.62682033766967	69.9047581545057	72.31163209838563	0.4462326419677125	0.6019048369098859	306	base_rf-noBat	2022	1.0	100.0	45	586361	10
67.31171853500024	69.9875724226917	61.0680594637202	0.221361189274404	0.600248551546166	321	base_rf-dumpchk	2024	1.0	100.0	49	1002910	39
64.11209356093288	69.88708364770342	50.63711669180163	0.012742333836032611	0.6022583270459317	303	base_rf-dumpchk	2023	1.0	100.0	49	790308	28
70.62831250537842	69.9252582192267	72.26877250639909	0.44537545012798196	0.601494835615466	306	base_rf-dumpchk	2022	1.0	100.0	49	586361	20
67.47234963662096	69.9917428310959	61.593765516179424	0.2318753103235885	0.6001651433780818	321	base_rf-n300	2024	1.0	100.0	49	1002910	56
64.06190220606997	69.88469800994531	50.47537866369418	0.009507573273883681	0.6023060398010938	303	base_rf-n300	2023	1.0	100.0	49	790308	53
70.62166613218534	69.92494759866229	72.24734271040583	0.44494685420811675	0.6015010480267545	306	base_rf-n300	2022	1.0	100.0	49	586361	26
67.72031488180207	70.00051491831	62.39984812995023	0.2479969625990047	0.5999897016337999	321	base_rf-n300-mf03	2024	1.0	100.0	49	1002910	66
63.89762824872614	69.84485592713568	50.02076366577055	0.0004152733154110113	0.6031028814572863	303	base_rf-n300-mf03	2023	1.0	100.0	49	790308	47
70.67434862001895	69.93959258690077	72.38877936396138	0.44777558727922745	0.6012081482619848	306	base_rf-n300-mf03	2022	1.0	100.0	49	586361	31
67.53927892264377	69.63656416877878	62.64561334832879	0.2529122669665758	0.6072687166244246	262	naive-evalR	2024	1.0	100.0	61	1002910	5
67.46239597270431	69.62654187748488	62.412722194882996	0.24825444389766002	0.6074691624503024	257	naive-evalR	2023	1.0	100.0	61	790308	3
68.32429552264574	69.91907953438847	64.60313282857935	0.2920626565715869	0.6016184093122307	249	naive-evalR	2022	1.0	100.0	61	586361	2
67.81684385319436	70.00072853036919	62.72111293978643	0.2544222587957285	0.5999854293926162	321	hist_rf-noBat-n300-mf03	2024	1.0	100.0	52	1002910	63
